variant,description,status,config_hash,started_utc,completed_utc,elapsed_seconds,epochs_completed,parameter_count,trainable_parameter_count,best_train_loss,best_train_accuracy,best_val_loss,best_val_accuracy,best_val_accuracy_epoch,planned_epochs,ran_full_schedule,stopped_on_time_budget,test_loss,test_accuracy,weighted_precision,weighted_recall,weighted_f1,macro_precision,macro_recall,macro_f1,num_test_samples
full_model,All components enabled (baseline reference row),completed,bae6433e95521605,2026-08-11T18:09:59.129505+00:00,2026-08-11T23:19:40.779687+00:00,18549.051014303,300,2967228,2957956,0.8396209478378296,0.9464446902275085,0.5650594830513,0.9672591090202332,269,300,True,False,0.5746817588806152,0.9595160539785947,0.9614702893043511,0.9595160539785947,0.9597232805678381,0.9584313453589051,0.9607192544741986,0.9584877484847866,2149
