variant,description,status,config_hash,started_utc,completed_utc,elapsed_seconds,epochs_completed,parameter_count,trainable_parameter_count,best_train_loss,best_train_accuracy,best_val_loss,best_val_accuracy,best_val_accuracy_epoch,planned_epochs,ran_full_schedule,stopped_on_time_budget,test_loss,test_accuracy,weighted_precision,weighted_recall,weighted_f1,macro_precision,macro_recall,macro_f1,num_test_samples
without_mixup_cutmix,MixUp/CutMix disabled (plain augmented training data),completed,1f7e0e9a6456cdcc,2026-08-11T18:10:26.483031+00:00,2026-08-11T22:34:42.621804+00:00,15827.682494028,300,2967228,2957956,0.3764295279979706,1.0,0.4681898057460785,0.9686623215675354,238,300,True,False,0.48422640562057495,0.9683573755234993,0.9686733245813876,0.9683573755234993,0.96827176644815,0.9679477062625848,0.9688572459465743,0.9681294906208351,2149
