variant,description,status,config_hash,started_utc,completed_utc,elapsed_seconds,epochs_completed,parameter_count,trainable_parameter_count,best_train_loss,best_train_accuracy,best_val_loss,best_val_accuracy,best_val_accuracy_epoch,planned_epochs,ran_full_schedule,stopped_on_time_budget,test_loss,test_accuracy,weighted_precision,weighted_recall,weighted_f1,macro_precision,macro_recall,macro_f1,num_test_samples
without_dual_pooling,Head uses GlobalAveragePooling only (GlobalMaxPooling branch removed),completed,3a9f5fce66b4c41f,2026-08-11T22:34:46.587857+00:00,2026-08-12T03:23:13.040547+00:00,17280.331440321002,300,2819772,2810500,0.8531453013420105,0.9394243359565735,0.5591015815734863,0.9695977568626404,264,300,True,False,0.5578056573867798,0.9678920428106096,0.9686783176740028,0.9678920428106096,0.9679032925905976,0.9689166209762075,0.9687680446014314,0.9684153766410525,2149
