variant,description,status,config_hash,started_utc,completed_utc,elapsed_seconds,epochs_completed,parameter_count,trainable_parameter_count,best_train_loss,best_train_accuracy,best_val_loss,best_val_accuracy,best_val_accuracy_epoch,planned_epochs,ran_full_schedule,stopped_on_time_budget,test_loss,test_accuracy,weighted_precision,weighted_recall,weighted_f1,macro_precision,macro_recall,macro_f1,num_test_samples
without_texture_attention,All texture_attention_module blocks replaced by identity,completed,531c5a4949880a1c,2026-08-11T23:19:44.850071+00:00,2026-08-12T04:35:37.093653+00:00,18929.157138034996,300,2917254,2907982,0.8392130136489868,0.9421321749687195,0.5699713230133057,0.9658559560775757,234,300,True,False,0.5816776752471924,0.959050721265705,0.9603544985573661,0.959050721265705,0.9590713165712826,0.9589093639157305,0.960151058488304,0.9588310592193332,2149
