variant,description,status,config_hash,started_utc,completed_utc,elapsed_seconds,epochs_completed,parameter_count,trainable_parameter_count,best_train_loss,best_train_accuracy,best_val_loss,best_val_accuracy,best_val_accuracy_epoch,planned_epochs,ran_full_schedule,stopped_on_time_budget,test_loss,test_accuracy,weighted_precision,weighted_recall,weighted_f1,macro_precision,macro_recall,macro_f1,num_test_samples
without_color_module,color_aware_module branch and both fusion points removed,completed,25bd0314c837ef6f,2026-08-11T18:10:53.951233+00:00,2026-08-11T22:48:27.412818+00:00,16628.886863641,300,2738334,2729254,0.8653502464294434,0.9436365365982056,0.5872070789337158,0.9686623215675354,231,300,True,False,0.6042193174362183,0.9618427175430433,0.9635834970900242,0.9618427175430433,0.9619074536503374,0.9648357809036321,0.9638714962593664,0.9635472830082856,2149
