variant,description,status,config_hash,started_utc,completed_utc,elapsed_seconds,epochs_completed,parameter_count,trainable_parameter_count,best_train_loss,best_train_accuracy,best_val_loss,best_val_accuracy,best_val_accuracy_epoch,planned_epochs,ran_full_schedule,stopped_on_time_budget,test_loss,test_accuracy,weighted_precision,weighted_recall,weighted_f1,macro_precision,macro_recall,macro_f1,num_test_samples
without_bark_pattern_convs,Dilated/anisotropic bark-pattern branches removed from every inception module,completed,51de75e284db0e99,2026-08-11T22:48:30.703994+00:00,2026-08-12T03:28:43.737368+00:00,16791.748088692002,300,1436004,1428892,0.8930264711380005,0.9356132745742798,0.566329836845398,0.9686623215675354,222,300,True,False,0.5814728140830994,0.9627733829688228,0.9638759192684508,0.9627733829688228,0.9625446058439366,0.9660076892522158,0.9625481134064067,0.9634904216680882,2149
